article id ,title,author,summary
A00334,Elon Musk and Jack Dorsey's Private Messages About Decentralizing Twitter,Andrew Throuvalas,"Elon Musk and Jack Dorsey shared direct messages about creating a more decentralized version of Twitter shortly before Dorsey exited its board of directors earlier this year.Â 
Those messages have now been publicly shared as part of a legal discovery process in Elon Musk's battle to refrain from buying the social media platform. Here's what they had to say.Â 
An Open-Source Twitter
On March 26th, Dorsey told Musk that a 'new platform' would be required that does away with the corporate model. 'This is why I left,' he said."
A00335,Tesla AI Day 2022: Musk unveils humanoid robot Optimus; heres what we know,BS Web Team,"According to Elon Musk, this humaoid prototype can do more than what was shown live. However, the first time it operated without a tether was during Tesla AI Day event By BS Web Team | Last Updated at October 01 2022 23:51 IST On Friday, Tesla CEO Elon Musk revealed a prototype of a humanoid ""Optimus"" robot that shares some Artificial Intelligence (AI) software and sensors with its cars' Autopilot driver assistance features. Optimus was revealed at Tesla AI Day 2022, an event which aimed to demonstrate how far the company's autonomous robot and vehicle research has come."
A00336,Texts released ahead of Twitter trial show Elon Musk assembling the deal,Raquel Maria Dillon,"Elon Musk's takeover of Twitter went down via private text messages between the Tesla CEO and a small circle of Silicon Valley's rich and powerful, plus their underlings, advisers and a handful of reporters, politicians and aspiring dealmakers. The messages were part of court filings and revealed Thursday as part of the pre-trial discovery process in the court battle over whether Musk has to follow through on the merger agreement he signed to buy Twitter. Twitter and Musk are due in court Oct. 17."
A00337,Private Texts Reveal World's Rich and Famous Groveling to Elon Musk,Robert Lee,"News Link â€¢ Business/ Commerce 10-01-2022 â€¢ https://www.vice.com By Edward Ongweso Jr As part of Twitter's lawsuit against Elon Musk for his attempt to renege on acquiring the company for $44 billion, countless of Musk's text messages were made public andÂ publishedÂ by theÂ New York TimesÂ yesterday. The gang's all there: tech executives, various podcasters, media executives, and more, all vying for Musk's attention to pitch ideas about Twitter, social media companies, or a chance to be part of Musk's purchase."
A00338,"Elon Musk reveals secret to his 'fit, ripped and healthy' look at Tesla AI launch",Gemma Jones,"Tesla boss Elon Musk decided to make changes and lose weight after being trolled when a topless picture of him looking doughy appeared online and his own father added to the criticismElon Musk revealed the secret to his good looks after presenting the launch of Tesla's AI robot.The tech genius showcased his much-touted humanoid robot ""Optimus"" at the electric vehicle maker's ""AI Day"" event on Friday - but his fans were distracted by how ""fit and ripped"" he looked. After the event, one fan took to Twitter to ask the SpaceX CEO what his secret was."
A00339,Messages reveal how Musk and Twitter boss fell out,James Clayton,"â€” Elon Musk (@elonmusk) April 9, 2022
The BBC is not responsible for the content of external sites.View original tweet on TwitterThis tweet angers Mr Agrawal. Later that day he messages: ""You are free to tweet 'is Twitter dying?' or anything else about Twitter - but it's my responsibility to tell you that it's not helping me make Twitter better in the current context. ""Next time we speak, I'd like to you provide you [sic] perspective on the level of the internal distraction right now and how it [sic] hurting our ability to do work."
A00340,Messages reveal how Musk and Twitter boss fell out,James Clayton,"â€” Elon Musk (@elonmusk) April 9, 2022
The BBC is not responsible for the content of external sites.View original tweet on TwitterThis tweet angers Mr Agrawal. Later that day he messages: ""You are free to tweet 'is Twitter dying?' or anything else about Twitter - but it's my responsibility to tell you that it's not helping me make Twitter better in the current context. ""Next time we speak, I'd like to you provide you [sic] perspective on the level of the internal distraction right now and how it [sic] hurting our ability to do work."
A00341,Tesla Posts 'Optimus' Hands Teaser Prior to AI Day 2022,Trisha Kae Andrada,"Tesla revealed on Friday, Sept. 30, a teaser of the hands of its humanoid Optimus robot ahead of its complete exposure to the public. The renowned automaker took to TwitterÂ to post a 4-second video clip of a pair of robotic hands forming the shape of a heart. AI Day tomorrow pic.twitter.com/oVenZDbVMQâ€” Tesla (@Tesla) September 30, 2022 The caption said, ""AI tomorrow,"" denoting the company's AI Day 2 event in Palo Alto, California this Saturday, Oct. 1. This is the same day that Tesla will give the public a closer and complete look at its humanoid robot."
A00342,Elon Musk Reveals Latest Optimus Robot Prototype,James Buttery,"Elon Musk has presented the latest prototype of the humanoid robot being developed by Tesla.
Musk shared the stage with Optimus at the annual Tesla AI Day presentation in Silicon Valley, where the biped robot walked steadily to the front of the stage before waving to the audience.

pic.twitter.com/EzxImHtqBP
â€” Tesla (@Tesla) October 1, 2022
Musk told guests that the robot could go on sale within a few years and estimated a price below $20,000 USD. The presentation included a video that showed Optimus performing menial tasks such as carrying boxes and watering plants."
A00343,What is Elon Musk's net worth? How did he get so rich?,Greg Heilman,"Billionaires, after seeing their fortunes skyrocket during the pandemic, have been seeing their net worth taking a beating. Tech stocks in particular have been plummeting and the industry leaders that top the Forbes 400 list have collectively lost $315 billion.However, they aren't hurting. Many of them are still much richer than they were prior to the pandemic. Elon Musk incredibly more so with his wealth going from just shy of $20 billion in 2019 to a lofty $251 billion in 2022.Elon Musk rocketed to billionaire status,Â after entering the elite club in 2012 just nine years later he tops the list."
A00344,Musk and Bezos Compete for Future Robotic Domination,Brian Wang,"Terms of UsePrivacy PolicyDo Not Sell My InfoHelp CenterAbout Indian billionaire Gautam Adani is now the world's second-richest person, dethroning Amazon founder Jeff Bezos in the title he was demoted to last year after Elon Musk overtook him as the wealthiest person in the world.The 60-year-old Indian chairman of the Adani Group, which includes businesses in coal production, infrastructure and thermal power generation, has a real-time net worth of $155.5bn, according to the Forbes Real Time Billionaire's List."
A00345,"â€˜Treat me like an engineer instead of CEO', Parag Agrawal told Elon Musk",Telangana Today,"Published: Published Date - 01:00 PM, Fri - 30 September 22 A new treasure trove of texts exchanged between Musk and Twitter executives like Agrawal and Jack Dorsey has now been leaked in the public domain. New Delhi:Â Elon Musk told Twitter CEO Parag Agrawal recently that he does not want to be a boss, to which Agrawal replied that the Tesla CEO should also treat him like an engineer instead of a CEO.
A new treasure trove of texts exchanged between Musk and Twitter executives like Agrawal and Jack Dorsey has now been leaked in the public domain."
